TIME,OWNED,SEX,EDLVL,AGE,Playfulness,ValueUtility,FeelDeviceDependence,ATUseSophistication,FeelTimeManagingDevice,UseSelfEfficacy,NonPlayfulness,ValueHedonistic,VU,VH
50,60,2,5,26,0.4198683406,-1.206971706,-0.749042939,-2.065039424,1.7022721464,2.2004955451,-0.20716994,1.8554336792,0,1
25,80,1,5,34,-0.931124894,-1.183897075,-1.393033081,0.3245959321,0.3215786056,1.5107271256,-0.140345923,1.8852079141,0,1
30,60,1,5,37,-0.138206791,-1.270254894,-0.967081767,0.5042241541,0.7150402608,1.8499162043,-0.300332293,2.1208787704,0,1
60,48,2,5,25,1.7973551165,-1.076227744,-1.49041455,0.4822039957,-0.105236358,2.0511559728,-1.95433469,0.625692041,0,1
60,12,2,6,25,-1.48083182,0.2428374593,0.1982970571,-1.413954822,-0.498241456,1.9605996135,1.1786861118,1.9060681864,,1
30,36,2,6,36,1.1220051626,-0.97516004,0.5059025223,-1.980680577,0.8751611988,-0.899858966,0.5434286975,-0.566523144,0,0
360,48,2,5,26,-0.733872743,-0.937578055,-0.410300806,-1.647139934,-0.59556828,-0.558659728,0.1950750352,-0.730592469,0,0
60,72,2,6,25,-0.987475643,-0.08666028,-0.193066379,-0.958920236,1.0017482602,-0.67775844,0.3396012891,-0.693451002,,0
30,48,2,5,26,0.9844464515,-1.02940516,-0.131170257,0.975211336,1.2332246666,-0.862322367,1.0251158034,-1.04363648,0,0
50,48,2,4,47,0.2119920677,0.7548939722,-0.146780733,-1.890651464,0.7382783049,1.4419059906,-0.899210609,1.2960271,1,1
40,60,2,6,59,0.3811748829,0.6434371718,-0.10445999,-1.138010868,1.1234397259,1.821583817,-1.118137477,2.0067579536,1,1
60,60,1,6,24,0.0795536272,0.9544259911,0.2643665422,-0.656813982,1.2635145792,0.680280238,-0.646647509,-0.262575339,1,0
30,24,2,6,32,-0.28855317,0.6799848022,1.9510678378,1.554412137,0.9579718651,-0.052841209,-0.226352021,-0.138755284,1,
70,74,2,5,33,1.2208302816,0.490850242,0.4946915602,-0.017619154,0.237274342,-1.185108699,0.5259622266,0.1844375423,1,
30,24,1,6,27,0.7213655135,-0.357965315,0.1836212016,-0.249997033,-0.786053456,0.8726547544,0.9447969751,-0.352120642,0,0
30,48,1,6,32,-0.430976529,-0.460836838,-0.351076559,0.964878943,0.4359483023,-0.097842328,1.1872477456,-0.355309417,0,0
60,36,1,6,28,-1.410203995,0.2307208661,1.0626772361,-0.193598688,-0.207534024,0.5623954186,-0.421894456,0.0073066762,,
15,60,2,5,28,-0.591554136,1.2585865039,0.1251103611,0.7256315717,-0.055893116,-0.590708482,0.5618608973,0.3067765913,1,1
60,24,1,6,35,0.1944010797,-0.313178116,-0.328303614,-0.760478543,-0.142702515,0.8593033173,0.4545560515,-0.773692228,0,0
180,72,1,4,36,-1.182391245,-1.173586101,-1.600927499,2.2487329081,1.3777241461,-0.018201819,0.3972091696,-0.660212136,0,0
180,72,1,5,28,-0.698545231,-0.245743124,-0.807934998,-0.076124143,-0.405953648,0.6158832768,0.3251026214,-0.568038723,,0
30,60,2,6,22,-1.045504339,-0.638541893,-1.22262167,-0.63509263,0.1982309807,0.2572011005,1.0421497461,-0.463193689,0,0
10,96,2,6,41,-0.993428443,-0.033606693,1.495590518,1.1773617198,0.168248078,-0.930133336,-0.226998815,-0.560452939,,0
10,36,1,2,46,-0.113813133,0.8091172852,1.0976746276,-0.235029485,-0.195424745,2.9731188086,-0.370459889,-0.79871025,1,0
60,120,2,4,59,-0.493862853,-0.298368722,0.4948994808,0.8872343588,1.0429445007,-0.761570164,0.3386219227,0.197241143,0,
150,72,2,6,41,-0.080759741,-0.54673147,-0.115634748,-0.134302904,0.5549989755,-0.777174467,0.1524473545,1.3399045432,0,1
120,120,2,6,29,-0.959355551,-0.143148176,-1.071531183,2.0106700526,-0.900068488,-1.058091489,0.2976628484,0.8067990438,,1
60,74,2,5,41,0.1406237515,0.4986511724,0.6141036124,0.2109544002,-0.78503083,0.1639502407,-0.272269476,-0.023641539,1,
90,144,2,5,36,-0.104857745,-1.17391462,0.5303401095,0.0198903416,-0.080409734,-0.249853316,1.5601439245,0.9438780694,0,1
75,60,2,6,26,-0.593958876,-0.106617333,-1.108188284,1.0446804253,-0.330750084,-0.257924443,0.4461088374,0.2218953964,,
30,144,2,6,34,1.434699971,0.7891124527,0.9374515675,1.4106025803,0.8616484029,-1.275937047,2.0798158133,1.139923974,1,1
15,4,2,6,31,0.2814444936,3.5319722594,-0.260398387,0.4143154732,0.9356136309,-0.936534718,-0.213337704,-0.753487865,1,0
60,6,2,6,28,0.0065891075,1.7637166202,-1.112841215,-1.033675729,1.0714113356,-0.331724399,-0.387423988,0.6805633574,1,1
60,6,2,6,29,0.8969619659,1.676498472,0.2988021287,0.1396727728,0.5339058771,-1.235360322,0.9497652735,1.5016644513,1,1
30,7,2,6,29,-0.871281437,0.0817799089,-0.013896485,0.6524634168,0.2202840509,0.2320876929,-1.531743547,-0.057591089,,
60,60,1,6,27,0.6422826064,-0.343275661,-0.840902398,1.0803301042,0.1498035348,-1.007491714,-1.327136776,-0.236527894,0,
90,54,2,5,24,-0.117612715,0.0499859869,-0.337683415,-0.123165736,0.6711175485,0.5557454573,0.2805667209,-1.065442718,,0
60,36,2,6,29,0.2210144584,1.4385752396,-0.515334528,0.7895129214,0.1605379371,3.0375844809,0.5160510571,-0.235540992,1,
240,60,2,5,29,-0.300339257,-0.231934861,-0.648100903,-0.218920153,-2.312757584,-0.236023338,-0.506240497,-0.142461356,,
180,120,2,5,38,-1.174658479,0.8881862679,0.2399867008,0.0747414279,-0.360938789,-0.926849013,1.2830545533,1.7309817478,1,1
15,12,1,5,28,0.0054357088,-0.941865206,-0.676641619,0.2102579633,0.9994152777,2.1903256471,0.0460805788,-1.162200623,0,0
120,48,2,4,26,0.7776103922,-1.022392858,0.2005723446,-0.493916115,-0.467764704,-0.17129696,-0.326398972,0.1062759862,0,
